faq,primary,Share me the infographics,I will help you .Please click on Infograhics  Link to get the details ,|separator|,Infographic/infrogrpahic/graphic/ifofgrphci,message,
faq,alternate,Do you have any infographics ?,,|separator|,Infographic/infrogrpahic/graphic/ifofgrphci,message,
faq,alternate,I want some information on infographics ,,|separator|,Infographic/infrogrpahic/graphic/ifofgrphci,message,
faq,alternate,What are the infographics you have got ?,,|separator|,Infographic/infrogrpahic/graphic/ifofgrphci,message,
faq,alternate,What are the available infographics ,,|separator|,Infographic/infrogrpahic/graphic/ifofgrphci,message,
faq,alternate,Pls share the link to get infographics,,|separator|,Infographic/infrogrpahic/graphic/ifofgrphci,message,
faq,alternate,Do you have any infographics on *,,|separator|,Infographic/infrogrpahic/graphic/ifofgrphci,message,
synonyms,Get,Share,,,,,
synonyms,Asset,Collaterals ,reppository ,Documents ,,,
kgParams,null,stopWords,,,,,
nodes,Asset Finder Bot,,,,,,
nodes,Asset Finder Bot,,,,,,
nodes,Asset Finder Bot,,,,,,
nodes,Asset Finder Bot,,,,,,
nodes,Asset Finder Bot,,,,,,
nodes,Asset Finder Bot,,,,,,
nodes,Asset Finder Bot,,,,,,
nodes,Asset Finder Bot,,,,,,
nodes,Asset Finder Bot,,,,,,
nodes,Asset Finder Bot,,,,,,
nodes,Asset Finder Bot,,,,,,
nodes,General,Asset Finder Bot,,,,,
nodes,,,,,,,
